courseNo,courseTitle,year,term,primaryInstructor,aPlus,a,aMinus,bPlus,b,bMinus,cPlus,c,cMinus,dPlus,d,dMinus,f
225,Data Structures,2010,Fall,"Heeren, Cinda",4,69,13.0,17.0,65,5.0,5.0,38,14.0,0.0,22,0.0,12
225,Data Structures,2010,Spring,"Earls, John C",1,12,3.0,4.0,16,2.0,2.0,9,0.0,0.0,5,0.0,0
225,Data Structures,2010,Spring,"Karahan, Ibrahim",0,10,1.0,2.0,9,1.0,2.0,12,0.0,0.0,5,0.0,9
225,Data Structures,2010,Spring,"Kassa, Debessay F",0,5,0.0,2.0,7,1.0,0.0,6,0.0,0.0,0,0.0,4
225,Data Structures,2010,Spring,"Singh, Varun K",0,5,2.0,1.0,2,1.0,1.0,5,0.0,0.0,5,0.0,1
225,Data Structures,2011,Fall,"Heeren, Cinda",3,101,20.0,19.0,72,16.0,21.0,34,17.0,0.0,10,0.0,12
225,Data Structures,2011,Spring,"Heeren, Cinda",0,72,35.0,12.0,49,11.0,9.0,14,5.0,0.0,18,0.0,7
225,Data Structures,2012,Fall,"Heeren, Cinda",3,109,58.0,23.0,70,14.0,13.0,39,0.0,0.0,21,0.0,21
225,Data Structures,2012,Spring,"Toole, John D",1,12,6.0,4.0,8,2.0,3.0,4,5.0,0.0,3,0.0,7
225,Data Structures,2013,Fall,"Heeren, Cinda",5,165,61.0,24.0,61,42.0,23.0,30,13.0,0.0,21,0.0,14
225,Data Structures,2013,Spring,"Heeren, Cinda",15,77,75.0,22.0,49,25.0,17.0,56,0.0,0.0,33,0.0,22
225,Data Structures,2014,Fall,"Heeren, Cinda",6,145,48.0,32.0,76,29.0,29.0,37,10.0,0.0,50,0.0,31
225,Data Structures,2014,Spring,"Heeren, Cinda",5,160,44.0,56.0,74,39.0,32.0,40,12.0,0.0,42,0.0,24
225,Data Structures,2015,Fall,"Heeren, Cinda",8,175,84.0,49.0,95,32.0,29.0,46,15.0,0.0,32,0.0,23
225,Data Structures,2015,Spring,"Heeren, Cinda",52,145,109.0,64.0,47,26.0,28.0,23,10.0,14.0,10,0.0,17
225,Data Structures,2016,Fall,"Heeren, Cinda",26,296,87.0,54.0,73,25.0,30.0,47,0.0,0.0,35,0.0,28
225,Data Structures,2016,Spring,"Heeren, Cinda",16,210,83.0,40.0,76,24.0,20.0,42,0.0,0.0,30,0.0,23
225,Data Structures,2016,Spring,"Yershova, Ganna",0,17,14.0,5.0,10,6.0,1.0,6,0.0,0.0,5,0.0,7
225,Data Structures,2017,Fall,"Fagen-Ulmschnei, Wade A",235,87,54.0,46.0,57,33.0,28.0,42,17.0,24.0,23,28.0,30
225,Data Structures,2017,Spring,"Heeren, Cinda",19,312,55.0,39.0,53,27.0,16.0,44,0.0,0.0,56,0.0,48
225,Data Structures,2018,Fall,"Fagen-Ulmschnei, Wade A",25,408,41.0,45.0,44,22.0,28.0,22,15.0,6.0,9,11.0,21
225,Data Structures,2018,Spring,"Fagen-Ulmschnei, Wade A",19,312,41.0,32.0,43,33.0,15.0,24,12.0,7.0,13,17.0,39
225,Data Structures,2019,Spring,"Zilles, Craig",23,232,34.0,29.0,25,15.0,12.0,12,11.0,13.0,10,5.0,37
231,Computer Architecture I,2010,Fall,"Garzaran, Maria J",8,20,11.0,7.0,31,6.0,1.0,32,4.0,0.0,16,0.0,5
231,Computer Architecture I,2010,Spring,"Kale, Laxmikant V",4,27,5.0,5.0,39,8.0,5.0,19,7.0,5.0,6,1.0,6
231,Computer Architecture I,2011,Fall,"Garzaran, Maria J",6,53,2.0,7.0,39,4.0,8.0,41,2.0,0.0,17,0.0,4
231,Computer Architecture I,2011,Spring,"Kale, Laxmikant V",8,28,7.0,14.0,39,15.0,13.0,25,8.0,0.0,8,0.0,11
232,Computer Architecture II,2010,Fall,"Kumar, Viraj",6,23,16.0,16.0,30,6.0,3.0,7,0.0,1.0,0,1.0,0
232,Computer Architecture II,2010,Spring,"Aggarwal, Arushi",7,8,3.0,1.0,6,1.0,1.0,0,1.0,0.0,0,0.0,0
232,Computer Architecture II,2010,Spring,"Cunningham, Ryan M",8,6,3.0,4.0,13,2.0,2.0,0,0.0,1.0,0,0.0,0
232,Computer Architecture II,2010,Spring,"Guzman Rivera, Abner",4,7,3.0,3.0,13,4.0,2.0,1,2.0,0.0,0,0.0,1
232,Computer Architecture II,2010,Spring,"Kumar, Viraj",6,7,3.0,2.0,14,0.0,4.0,2,0.0,0.0,0,0.0,0
232,Computer Architecture II,2010,Spring,"Sukumar, Pritam P",8,7,2.0,3.0,12,0.0,3.0,3,0.0,0.0,1,0.0,0
232,Computer Architecture II,2011,Fall,"Zilles, Craig",8,27,7.0,8.0,37,4.0,8.0,19,3.0,0.0,8,0.0,3
232,Computer Architecture II,2011,Spring,"Kumar, Viraj",7,34,26.0,18.0,24,12.0,4.0,5,4.0,0.0,0,0.0,0
233,Computer Architecture,2014,Fall,"Zilles, Craig",8,37,15.0,13.0,57,13.0,6.0,16,4.0,4.0,13,0.0,11
233,Computer Architecture,2015,Fall,"Zilles, Craig",12,81,12.0,13.0,93,9.0,7.0,53,9.0,0.0,8,5.0,11
233,Computer Architecture,2015,Spring,"Zilles, Craig",12,71,17.0,13.0,83,4.0,12.0,41,2.0,4.0,26,9.0,19
233,Computer Architecture,2016,Fall,"Zilles, Craig",13,142,15.0,14.0,83,7.0,6.0,43,4.0,2.0,21,2.0,22
233,Computer Architecture,2016,Spring,"Zilles, Craig",7,64,7.0,5.0,35,6.0,5.0,24,1.0,1.0,10,2.0,13
233,Computer Architecture,2017,Fall,"Herman, Geoffrey L",2,144,8.0,8.0,63,7.0,5.0,38,2.0,0.0,14,0.0,18
233,Computer Architecture,2017,Spring,"Herman, Geoffrey L",5,69,4.0,12.0,44,0.0,2.0,15,1.0,0.0,14,0.0,24
233,Computer Architecture,2018,Fall,"Herman, Geoffrey L",13,166,11.0,12.0,57,8.0,4.0,43,3.0,1.0,18,0.0,13
233,Computer Architecture,2018,Spring,"Herman, Geoffrey L",5,94,6.0,13.0,49,5.0,6.0,13,5.0,1.0,6,4.0,12
233,Computer Architecture,2019,Spring,"Herman, Geoffrey L",14,131,12.0,3.0,43,3.0,2.0,23,1.0,0.0,19,0.0,12
241,System Programming,2010,Fall,"Caccamo, Marco",10,11,12.0,13.0,13,7.0,5.0,19,6.0,0.0,18,0.0,13
241,System Programming,2010,Spring,"Kravets, Robin H",4,45,3.0,3.0,18,7.0,6.0,19,9.0,2.0,7,5.0,8
241,System Programming,2011,Fall,"Kravets, Robin H",3,18,8.0,7.0,21,3.0,3.0,20,7.0,5.0,3,3.0,17
241,System Programming,2011,Spring,"Kravets, Robin H",3,13,10.0,8.0,27,11.0,4.0,13,5.0,8.0,14,7.0,12
241,System Programming,2012,Fall,"Kravets, Robin H",3,29,6.0,6.0,25,6.0,4.0,17,5.0,4.0,24,3.0,21
241,System Programming,2012,Spring,"Fagen, Wade A",2,3,2.0,1.0,4,2.0,2.0,4,0.0,0.0,3,0.0,3
241,System Programming,2013,Fall,"Fagen, Wade A",3,24,19.0,14.0,29,16.0,17.0,9,10.0,0.0,15,0.0,16
241,System Programming,2013,Spring,"Caccamo, Marco",6,18,16.0,25.0,30,14.0,8.0,17,23.0,0.0,8,0.0,21
241,System Programming,2014,Fall,"Angrave, Lawrence C",21,31,38.0,56.0,31,33.0,21.0,22,28.0,11.0,11,11.0,12
241,System Programming,2014,Spring,"Caccamo, Marco",7,29,11.0,14.0,25,10.0,9.0,11,8.0,6.0,8,5.0,7
241,System Programming,2015,Fall,"Angrave, Lawrence C",14,17,13.0,33.0,16,18.0,7.0,14,8.0,13.0,7,9.0,4
241,System Programming,2015,Spring,"Angrave, Lawrence C",18,19,31.0,23.0,23,19.0,9.0,9,11.0,14.0,5,3.0,9
241,System Programming,2016,Fall,"Angrave, Lawrence C",51,48,29.0,39.0,26,19.0,15.0,8,7.0,13.0,14,8.0,17
241,System Programming,2016,Spring,"Angrave, Lawrence C",33,30,33.0,32.0,43,43.0,35.0,14,8.0,21.0,11,4.0,21
241,System Programming,2017,Fall,"Evans, Graham C",11,24,15.0,21.0,7,23.0,12.0,12,8.0,7.0,8,10.0,5
241,System Programming,2017,Spring,"Evans, Graham C",32,31,37.0,26.0,20,34.0,31.0,28,19.0,23.0,17,13.0,15
241,System Programming,2018,Fall,"Angrave, Lawrence C",45,39,26.0,21.0,18,10.0,25.0,17,10.0,10.0,6,0.0,40
241,System Programming,2018,Spring,"Angrave, Lawrence C",33,46,15.0,27.0,28,16.0,17.0,15,11.0,7.0,7,6.0,19
241,System Programming,2019,Spring,"Angrave, Lawrence C",56,34,28.0,17.0,38,12.0,17.0,11,13.0,5.0,9,17.0,9
242,Programming Studio,2010,Fall,"Woodley, Michael J",6,39,35.0,27.0,18,7.0,0.0,0,0.0,0.0,0,0.0,0
242,Programming Studio,2010,Spring,"Woodley, Michael J",33,37,16.0,8.0,6,1.0,0.0,0,0.0,0.0,0,0.0,0
242,Programming Studio,2011,Fall,"Woodley, Michael J",11,53,16.0,18.0,10,3.0,2.0,1,1.0,0.0,1,0.0,2
242,Programming Studio,2011,Spring,"Woodley, Michael J",3,25,26.0,14.0,18,5.0,1.0,3,0.0,0.0,3,0.0,0
242,Programming Studio,2012,Fall,"Woodley, Michael J",22,75,17.0,7.0,6,1.0,2.0,4,0.0,0.0,0,0.0,1
242,Programming Studio,2013,Fall,"Woodley, Michael J",9,33,34.0,27.0,21,6.0,7.0,7,2.0,1.0,2,0.0,1
242,Programming Studio,2013,Spring,"Woodley, Michael J",18,98,16.0,12.0,8,4.0,2.0,0,1.0,0.0,0,0.0,2
242,Programming Studio,2014,Fall,"Woodley, Michael J",2,19,51.0,51.0,14,19.0,9.0,7,0.0,1.0,2,0.0,1
242,Programming Studio,2014,Spring,"Woodley, Michael J",33,75,19.0,18.0,8,3.0,3.0,8,0.0,4.0,4,0.0,1
242,Programming Studio,2015,Fall,"Woodley, Michael J",4,52,60.0,24.0,8,3.0,9.0,5,1.0,3.0,1,1.0,4
242,Programming Studio,2015,Spring,"Woodley, Michael J",10,38,42.0,24.0,14,10.0,4.0,8,3.0,4.0,1,0.0,4
242,Programming Studio,2016,Fall,"Woodley, Michael J",4,40,53.0,32.0,17,6.0,11.0,6,0.0,1.0,0,0.0,1
242,Programming Studio,2016,Spring,"Woodley, Michael J",2,39,48.0,26.0,20,10.0,10.0,8,0.0,2.0,0,0.0,0
242,Programming Studio,2017,Fall,"Woodley, Michael J",13,54,77.0,33.0,9,11.0,10.0,8,4.0,1.0,4,0.0,8
242,Programming Studio,2017,Spring,"Woodley, Michael J",16,54,34.0,29.0,12,13.0,8.0,2,3.0,6.0,0,3.0,2
242,Programming Studio,2018,Fall,"Woodley, Michael J",27,49,51.0,31.0,15,10.0,7.0,6,3.0,3.0,0,2.0,9
242,Programming Studio,2018,Spring,"Woodley, Michael J",19,47,39.0,18.0,13,9.0,12.0,6,3.0,4.0,3,3.0,6
242,Programming Studio,2019,Spring,"Woodley, Michael J",24,60,20.0,24.0,15,7.0,6.0,4,3.0,1.0,3,0.0,1
296,Honors Course,2012,Fall,"Heeren, Cinda",1,22,3.0,4.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
296,Honors Course,2013,Fall,"Heeren, Cinda",0,22,7.0,0.0,2,0.0,0.0,1,0.0,0.0,0,0.0,0
296,Honors Course,2013,Spring,"Heeren, Cinda",3,28,7.0,5.0,5,3.0,1.0,7,0.0,0.0,0,0.0,6
296,Honors Course,2014,Fall,"Angrave, Lawrence C",6,12,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,4
296,Honors Course,2014,Fall,"Heeren, Cinda",5,25,2.0,3.0,4,1.0,0.0,0,0.0,0.0,0,0.0,4
296,Honors Course,2014,Fall,"Zilles, Craig",3,13,0.0,4.0,10,1.0,0.0,1,2.0,0.0,0,0.0,1
296,Honors Course,2014,Spring,"Heeren, Cinda",3,57,5.0,2.0,5,3.0,0.0,0,0.0,0.0,0,0.0,0
296,Honors Course,2014,Spring,"Zilles, Craig",0,18,0.0,1.0,3,3.0,0.0,3,0.0,0.0,2,0.0,0
296,Honors Course,2015,Fall,"Zilles, Craig",7,9,6.0,1.0,2,1.0,0.0,0,0.0,0.0,0,0.0,0
296,Honors Course,2015,Spring,"Heeren, Cinda",6,38,3.0,2.0,3,1.0,0.0,0,0.0,0.0,0,0.0,3
296,Honors Course,2015,Spring,"Zilles, Craig",2,14,4.0,1.0,10,0.0,0.0,4,0.0,0.0,2,0.0,1
296,Honors Course,2016,Fall,"Angrave, Lawrence C",5,22,7.0,3.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
296,Honors Course,2016,Fall,"Heeren, Cinda",0,53,0.0,0.0,0,0.0,0.0,2,0.0,0.0,0,0.0,0
296,Honors Course,2016,Fall,"Zilles, Craig",2,8,7.0,1.0,0,1.0,2.0,1,1.0,1.0,0,0.0,1
296,Honors Course,2016,Spring,"Angrave, Lawrence C",3,22,3.0,2.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0
296,Honors Course,2016,Spring,"Heeren, Cinda",8,25,10.0,8.0,3,2.0,0.0,0,0.0,0.0,0,0.0,0
296,Honors Course,2017,Fall,"Fagen-Ulmschnei, Wade A",0,92,0.0,0.0,0,0.0,0.0,8,0.0,0.0,0,0.0,0
296,Honors Course,2017,Fall,"Zilles, Craig",4,12,0.0,2.0,6,0.0,0.0,1,0.0,0.0,0,0.0,3
296,Honors Course,2017,Spring,"Angrave, Lawrence C",7,19,3.0,4.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
296,Honors Course,2017,Spring,"Heeren, Cinda",35,36,2.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0
296,Honors Course,2018,Fall,"Fagen-Ulmschnei, Wade A",0,72,2.0,0.0,3,2.0,0.0,2,0.0,0.0,0,0.0,1
296,Honors Course,2018,Spring,"Fagen-Ulmschnei, Wade A",13,13,5.0,2.0,1,0.0,0.0,1,0.0,0.0,0,0.0,4
296,Honors Course,2019,Spring,"Fagen-Ulmschnei, Wade A",44,44,5.0,6.0,0,0.0,0.0,1,0.0,0.0,0,0.0,2
357,Numerical Methods I,2010,Fall,"Hirani, Anil N",8,23,0.0,14.0,7,0.0,5.0,14,12.0,0.0,15,0.0,6
357,Numerical Methods I,2010,Spring,"Gropp, William D",2,56,25.0,14.0,20,12.0,2.0,5,3.0,0.0,1,2.0,4
357,Numerical Methods I,2011,Fall,"Yershova, Ganna",9,37,18.0,26.0,25,11.0,19.0,7,9.0,0.0,2,0.0,2
357,Numerical Methods I,2011,Spring,"Gambill, Thomas N",14,28,25.0,31.0,28,5.0,15.0,10,4.0,2.0,5,0.0,1
357,Numerical Methods I,2012,Fall,"Hirani, Anil N",2,30,13.0,28.0,18,12.0,3.0,12,4.0,1.0,6,0.0,3
357,Numerical Methods I,2013,Fall,"Semeraro, Bart D",33,28,28.0,22.0,30,11.0,10.0,11,3.0,1.0,4,2.0,3
357,Numerical Methods I,2013,Spring,"Shaffer, Eric G",2,91,42.0,7.0,22,11.0,4.0,6,3.0,0.0,4,0.0,3
357,Numerical Methods I,2014,Fall,"Kloeckner, Andreas P",7,61,23.0,20.0,30,20.0,11.0,19,4.0,13.0,7,3.0,5
357,Numerical Methods I,2014,Spring,"Semeraro, Bart D",5,19,23.0,26.0,35,27.0,19.0,16,9.0,8.0,3,6.0,2
357,Numerical Methods I,2015,Fall,"Olson, Luke",0,51,24.0,32.0,33,14.0,17.0,8,7.0,6.0,3,3.0,0
357,Numerical Methods I,2015,Spring,"Kloeckner, Andreas P",5,52,13.0,21.0,24,7.0,13.0,11,10.0,7.0,6,3.0,0
357,Numerical Methods I,2015,Spring,"Shaffer, Eric G",2,41,10.0,14.0,25,11.0,16.0,24,3.0,5.0,3,0.0,4
357,Numerical Methods I,2016,Fall,"Kloeckner, Andreas P",12,113,20.0,18.0,15,12.0,9.0,11,7.0,11.0,12,4.0,9
357,Numerical Methods I,2016,Spring,"Heath, Michael T",9,16,21.0,14.0,33,18.0,18.0,24,10.0,4.0,8,3.0,6
357,Numerical Methods I,2016,Spring,"Shaffer, Eric G",3,9,9.0,10.0,17,7.0,8.0,7,9.0,3.0,2,4.0,1
357,Numerical Methods I,2017,Fall,"Olson, Luke",49,86,43.0,48.0,55,30.0,31.0,36,13.0,12.0,11,5.0,14
357,Numerical Methods I,2017,Spring,"Kloeckner, Andreas P",59,47,52.0,35.0,31,34.0,32.0,25,15.0,8.0,8,5.0,12
357,Numerical Methods I,2018,Fall,"Silva, Mariana T",39,100,44.0,35.0,50,30.0,19.0,27,20.0,7.0,8,4.0,9
357,Numerical Methods I,2018,Spring,"Silva, Mariana T",29,65,70.0,50.0,48,22.0,32.0,19,12.0,9.0,8,9.0,7
357,Numerical Methods I,2019,Spring,"Silva, Mariana T",41,100,45.0,45.0,34,17.0,20.0,17,7.0,7.0,3,5.0,8
361,Prob & Stat for Computer Sci,2016,Fall,"Peng, Jian",12,16,7.0,14.0,6,1.0,4.0,2,2.0,0.0,1,0.0,1
361,Prob & Stat for Computer Sci,2017,Fall,"Barber, Richard C",4,20,5.0,2.0,0,0.0,0.0,0,1.0,0.0,0,0.0,3
361,Prob & Stat for Computer Sci,2017,Spring,"Sinha, Saurabh",8,21,14.0,3.0,6,6.0,1.0,1,0.0,0.0,2,1.0,1
361,Prob & Stat for Computer Sci,2018,Fall,"Varodayan, David",9,20,10.0,4.0,7,5.0,3.0,2,3.0,4.0,4,1.0,5
361,Prob & Stat for Computer Sci,2018,Spring,"Barber, Richard C",10,32,7.0,4.0,9,1.0,0.0,7,1.0,1.0,2,0.0,6
361,Prob & Stat for Computer Sci,2019,Spring,"Varodayan, David",17,40,20.0,13.0,20,6.0,9.0,7,1.0,1.0,2,1.0,5
373,Theory of Computation,2010,Fall,"Viswanathan, Mahesh",8,16,21.0,21.0,31,21.0,15.0,6,6.0,5.0,1,0.0,0
373,Theory of Computation,2010,Spring,"Parthasarathy, Madhusudan",8,18,6.0,9.0,15,12.0,9.0,14,13.0,7.0,4,11.0,0
373,Theory of Computation,2011,Fall,"Parthasarathy, Madhusudan",6,17,16.0,7.0,16,17.0,17.0,21,10.0,4.0,2,2.0,7
373,Theory of Computation,2011,Spring,"Lavalle, Steven M",5,19,6.0,10.0,19,13.0,7.0,14,5.0,0.0,6,0.0,1
373,Theory of Computation,2012,Fall,"Viswanathan, Mahesh",10,64,22.0,15.0,11,7.0,5.0,9,25.0,2.0,0,0.0,1
373,Theory of Computation,2012,Spring,"Cunningham, Ryan M",11,9,1.0,3.0,4,1.0,1.0,4,2.0,0.0,3,0.0,0
373,Theory of Computation,2013,Fall,"Viswanathan, Mahesh",7,51,28.0,29.0,23,17.0,14.0,11,9.0,6.0,0,0.0,0
373,Theory of Computation,2013,Spring,"Viswanathan, Mahesh",12,60,19.0,16.0,16,18.0,9.0,19,10.0,1.0,0,0.0,1
373,Theory of Computation,2014,Spring,"Meseguer, Jose",5,26,21.0,7.0,15,14.0,14.0,24,6.0,4.0,3,1.0,3
374,Intro to Algs & Models of Comp,2016,Fall,"Erickson, Jeff G",14,45,27.0,31.0,38,42.0,53.0,40,33.0,38.0,17,5.0,14
374,Intro to Algs & Models of Comp,2017,Fall,"Har-Peled, Sariel",7,41,33.0,38.0,35,50.0,65.0,51,33.0,33.0,8,6.0,8
374,Intro to Algs & Models of Comp,2017,Spring,"Chekuri, Chandra S",20,51,28.0,46.0,67,45.0,46.0,32,38.0,17.0,7,5.0,6
374,Intro to Algs & Models of Comp,2018,Fall,"Borisov, Nikita",5,16,9.0,8.0,4,11.0,5.0,10,8.0,2.0,0,2.0,6
374,Intro to Algs & Models of Comp,2018,Fall,"Chekuri, Chandra S",16,49,38.0,37.0,34,39.0,42.0,28,29.0,26.0,14,5.0,8
374,Intro to Algs & Models of Comp,2018,Spring,"Erickson, Jeff G",12,31,25.0,35.0,27,27.0,28.0,25,20.0,21.0,11,5.0,7
374,Intro to Algs & Models of Comp,2018,Spring,"Viswanathan, Mahesh",5,55,21.0,27.0,10,34.0,6.0,32,20.0,38.0,12,4.0,0
374,Intro to Algs & Models of Comp,2019,Spring,"Al-Hassanieh, Haitham",3,15,9.0,20.0,17,23.0,21.0,18,9.0,6.0,4,4.0,4
374,Intro to Algs & Models of Comp,2019,Spring,"Har-Peled, Sariel",9,32,28.0,24.0,34,23.0,41.0,33,35.0,20.0,13,2.0,10
398,Applied Cloud Computing,2018,Spring,"Brunner, Robert J",13,14,13.0,3.0,8,4.0,0.0,2,0.0,0.0,0,0.0,3
398,Computer Architecture,2012,Fall,"Zilles, Craig",22,67,23.0,19.0,110,13.0,13.0,50,3.0,0.0,20,0.0,12
398,Computer Architecture,2013,Fall,"Garzaran, Maria J",4,42,6.0,12.0,64,3.0,4.0,35,0.0,2.0,12,3.0,6
398,Computer Architecture,2013,Spring,"Zilles, Craig",9,34,24.0,5.0,54,8.0,6.0,25,3.0,0.0,13,0.0,16
398,Computer Architecture,2014,Spring,"Zilles, Craig",9,44,11.0,8.0,65,7.0,5.0,21,2.0,2.0,12,2.0,11
398,Deep Learning,2019,Spring,"Sirignano, Justin A",8,30,2.0,1.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0
398,Introduction to Data Science,2019,Spring,"Stodden, Victoria",10,7,2.0,5.0,2,1.0,1.0,0,0.0,0.0,0,0.0,1
410,Text Information Systems,2010,Spring,"Zhai, Chengxiang",14,18,3.0,0.0,8,7.0,0.0,0,0.0,0.0,0,0.0,0
410,Text Information Systems,2011,Spring,"Zhai, Chengxiang",10,17,8.0,0.0,8,7.0,0.0,1,0.0,0.0,0,0.0,1
410,Text Information Systems,2013,Spring,"Zhai, Chengxiang",19,43,10.0,13.0,13,6.0,1.0,1,0.0,0.0,0,0.0,0
410,Text Information Systems,2014,Spring,"Zhai, Chengxiang",9,57,7.0,13.0,2,2.0,0.0,1,0.0,0.0,0,0.0,2
410,Text Information Systems,2015,Spring,"Zhai, Chengxiang",21,102,16.0,11.0,10,4.0,0.0,0,0.0,0.0,0,0.0,0
410,Text Information Systems,2016,Fall,"Zhai, Chengxiang",36,24,4.0,2.0,0,0.0,0.0,2,0.0,0.0,0,0.0,1
410,Text Information Systems,2016,Spring,"Zhai, Chengxiang",17,155,0.0,2.0,11,0.0,1.0,1,0.0,0.0,1,0.0,0
410,Text Information Systems,2017,Fall,"Zhai, Chengxiang",95,27,6.0,4.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
410,Text Information Systems,2017,Spring,"Zhai, Chengxiang",76,54,32.0,7.0,5,1.0,0.0,2,1.0,0.0,1,1.0,0
410,Text Information Systems,2018,Fall,"Zhai, Chengxiang",133,37,16.0,3.0,1,1.0,0.0,0,0.0,0.0,0,0.0,0
410,Text Information Systems,2018,Spring,"Zhai, Chengxiang",94,55,23.0,6.0,5,4.0,0.0,1,0.0,0.0,0,0.0,0
410,Text Information Systems,2019,Spring,"Zhai, Chengxiang",98,57,29.0,6.0,5,1.0,0.0,1,0.0,0.0,1,0.0,0
411,Database Systems,2010,Fall,"Sinha, Saurabh",14,30,14.0,11.0,20,10.0,10.0,9,7.0,0.0,0,0.0,0
411,Database Systems,2010,Spring,"Chang, Kevin C",5,16,10.0,26.0,16,6.0,15.0,9,2.0,1.0,1,1.0,0
411,Database Systems,2011,Fall,"Zhao, Peixiang",4,34,27.0,25.0,23,19.0,16.0,7,4.0,4.0,1,3.0,1
411,Database Systems,2011,Spring,"Chang, Kevin C",8,26,36.0,21.0,36,33.0,7.0,8,4.0,1.0,1,1.0,2
411,Database Systems,2012,Fall,"Sinha, Saurabh",20,44,22.0,16.0,38,18.0,4.0,11,6.0,2.0,4,2.0,1
411,Database Systems,2012,Spring,"Weninger, Timothy E",1,8,11.0,2.0,3,1.0,1.0,1,0.0,0.0,0,0.0,0
411,Database Systems,2013,Fall,"Chang, Kevin C",9,26,18.0,12.0,32,31.0,14.0,20,18.0,2.0,1,6.0,5
411,Database Systems,2013,Spring,"Cunningham, Ryan M",16,87,12.0,15.0,43,0.0,2.0,8,0.0,0.0,0,0.0,0
411,Database Systems,2014,Fall,"Sinha, Saurabh",19,40,21.0,21.0,41,24.0,6.0,12,7.0,1.0,1,0.0,0
411,Database Systems,2014,Spring,"Cunningham, Ryan M",15,82,27.0,11.0,46,8.0,3.0,2,0.0,0.0,1,0.0,0
411,Database Systems,2015,Fall,"Sinha, Saurabh",31,65,31.0,12.0,30,17.0,2.0,3,1.0,0.0,0,0.0,2
411,Database Systems,2015,Spring,"Chang, Kevin C",17,20,50.0,25.0,27,26.0,7.0,8,9.0,4.0,1,1.0,2
411,Database Systems,2016,Fall,"Chang, Kevin C",16,23,48.0,17.0,30,26.0,6.0,6,13.0,5.0,4,5.0,7
